R, G, B
9,9,9
9,9,9
10,10,10
11,11,11
10,10,10
11,11,11
10,10,10
9,9,9
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
7,7,7
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
7,7,7
9,9,9
11,11,11
13,13,13
16,16,16
20,20,20
25,25,25
29,29,29
36,36,36
36,36,36
37,37,37
35,35,35
35,35,35
34,34,34
33,33,33
28,28,28
25,25,25
24,24,24
23,23,23
21,21,21
18,18,18
15,15,15
14,14,14
14,14,14
13,13,13
14,14,14
15,15,15
17,17,17
18,18,18
16,16,16
13,13,13
11,11,11
8,8,8
6,6,6
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
7,7,7
9,9,9
11,11,11
14,14,14
19,19,19
25,25,25
29,29,29
32,32,32
36,36,36
39,39,39
44,44,44
40,40,40
38,38,38
35,35,35
37,37,37
37,37,37
36,36,36
35,35,35
32,32,32
27,27,27
21,21,21
15,15,15
12,12,12
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
7,7,7
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
7,7,7
7,7,7
8,8,8
9,9,9
9,9,9
11,11,11
11,11,11
11,11,11
11,11,11
12,12,12
13,13,13
13,13,13
14,14,14
13,13,13
11,11,11
11,11,11
10,10,10
10,10,10
8,8,8
7,7,7
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
6,6,6
6,6,6
6,6,6
6,6,6
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
5,5,5
6,6,6
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
9,9,9
10,10,10
12,12,12
17,17,17
22,22,22
27,27,27
30,30,30
37,37,37
40,40,40
41,41,41
41,41,41
43,43,43
41,41,41
40,40,40
39,39,39
36,36,36
32,32,32
28,28,28
26,26,26
24,24,24
21,21,21
17,17,17
15,15,15
16,16,16
19,19,19
22,22,22
21,21,21
18,18,18
19,19,19
18,18,18
15,15,15
13,13,13
9,9,9
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
7,7,7
9,9,9
11,11,11
15,15,15
20,20,20
26,26,26
31,31,31
39,39,39
41,41,41
41,41,41
41,41,41
39,39,39
37,37,37
34,34,34
34,34,34
35,35,35
36,36,36
35,35,35
31,31,31
25,25,25
19,19,19
15,15,15
12,12,12
10,10,10
9,9,9
8,8,8
8,8,8
8,8,8
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
7,7,7
9,9,9
9,9,9
10,10,10
11,11,11
12,12,12
13,13,13
13,13,13
14,14,14
16,16,16
16,16,16
18,18,18
19,19,19
21,21,21
18,18,18
15,15,15
15,15,15
14,14,14
13,13,13
11,11,11
8,8,8
8,8,8
7,7,7
6,6,6
6,6,6
6,6,6
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
8,8,8
8,8,8
7,7,7
7,7,7
6,6,6
7,7,7
6,6,6
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
11,11,11
12,12,12
17,17,17
22,22,22
27,27,27
31,31,31
36,36,36
39,39,39
41,41,41
46,46,46
47,47,47
47,47,47
50,50,50
50,50,50
48,48,48
44,44,44
39,39,39
33,33,33
28,28,28
26,26,26
23,23,23
18,18,18
17,17,17
19,19,19
22,22,22
27,27,27
25,25,25
23,23,23
21,21,21
22,22,22
17,17,17
13,13,13
10,10,10
8,8,8
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
9,9,9
11,11,11
14,14,14
22,22,22
28,28,28
36,36,36
46,46,46
49,49,49
48,48,48
44,44,44
39,39,39
36,36,36
34,34,34
32,32,32
30,30,30
30,30,30
30,30,30
27,27,27
20,20,20
17,17,17
13,13,13
12,12,12
11,11,11
10,10,10
9,9,9
9,9,9
9,9,9
8,8,8
7,7,7
8,8,8
8,8,8
8,8,8
9,9,9
9,9,9
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
18,18,18
20,20,20
23,23,23
24,24,24
25,25,25
28,28,28
29,29,29
26,26,26
23,23,23
20,20,20
20,20,20
16,16,16
13,13,13
11,11,11
9,9,9
8,8,8
7,7,7
7,7,7
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
7,7,7
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
9,9,9
10,10,10
10,10,10
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
6,6,6
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
5,5,5
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
7,7,7
9,9,9
11,11,11
16,16,16
22,22,22
27,27,27
29,29,29
31,31,31
35,35,35
38,38,38
46,46,46
49,49,49
51,51,51
51,51,51
55,55,55
55,55,55
53,53,53
52,52,52
47,47,47
40,40,40
30,30,30
26,26,26
21,21,21
17,17,17
17,17,17
21,21,21
26,26,26
30,30,30
26,26,26
24,24,24
24,24,24
23,23,23
19,19,19
13,13,13
9,9,9
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
6,6,6
7,7,7
8,8,8
11,11,11
14,14,14
21,21,21
34,34,34
40,40,40
50,50,50
60,60,60
57,57,57
49,49,49
41,41,41
35,35,35
33,33,33
31,31,31
31,31,31
28,28,28
26,26,26
21,21,21
19,19,19
16,16,16
14,14,14
11,11,11
10,10,10
11,11,11
10,10,10
10,10,10
9,9,9
8,8,8
8,8,8
7,7,7
8,8,8
10,10,10
10,10,10
11,11,11
13,13,13
14,14,14
16,16,16
17,17,17
20,20,20
26,26,26
27,27,27
32,32,32
33,33,33
35,35,35
37,37,37
37,37,37
36,36,36
32,32,32
28,28,28
27,27,27
24,24,24
17,17,17
14,14,14
10,10,10
9,9,9
8,8,8
7,7,7
6,6,6
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
6,6,6
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
8,8,8
8,8,8
9,9,9
9,9,9
11,11,11
11,11,11
11,11,11
11,11,11
12,12,12
11,11,11
11,11,11
10,10,10
8,8,8
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
7,7,7
9,9,9
12,12,12
18,18,18
23,23,23
29,29,29
33,33,33
35,35,35
36,36,36
40,40,40
44,44,44
50,50,50
54,54,54
56,56,56
55,55,55
55,55,55
59,59,59
57,57,57
54,54,54
48,48,48
33,33,33
25,25,25
19,19,19
17,17,17
18,18,18
22,22,22
29,29,29
30,30,30
30,30,30
24,24,24
22,22,22
21,21,21
17,17,17
13,13,13
10,10,10
7,7,7
6,6,6
6,6,6
5,5,5
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
5,5,5
6,6,6
8,8,8
11,11,11
13,13,13
20,20,20
31,31,31
38,38,38
48,48,48
56,56,56
62,62,62
50,50,50
40,40,40
33,33,33
32,32,32
32,32,32
29,29,29
27,27,27
24,24,24
20,20,20
17,17,17
15,15,15
13,13,13
12,12,12
12,12,12
12,12,12
11,11,11
10,10,10
9,9,9
9,9,9
8,8,8
9,9,9
10,10,10
10,10,10
11,11,11
13,13,13
14,14,14
16,16,16
18,18,18
21,21,21
26,26,26
31,31,31
37,37,37
42,42,42
43,43,43
46,46,46
45,45,45
46,46,46
46,46,46
40,40,40
36,36,36
36,36,36
28,28,28
22,22,22
17,17,17
13,13,13
12,12,12
10,10,10
9,9,9
7,7,7
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
6,6,6
8,8,8
8,8,8
10,10,10
11,11,11
11,11,11
11,11,11
13,13,13
14,14,14
14,14,14
14,14,14
15,15,15
14,14,14
14,14,14
12,12,12
12,12,12
11,11,11
10,10,10
8,8,8
7,7,7
7,7,7
6,6,6
6,6,6
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
8,8,8
10,10,10
14,14,14
20,20,20
23,23,23
26,26,26
32,32,32
35,35,35
37,37,37
39,39,39
45,45,45
51,51,51
54,54,54
57,57,57
56,56,56
57,57,57
62,62,62
60,60,60
56,56,56
50,50,50
35,35,35
25,25,25
19,19,19
18,18,18
20,20,20
23,23,23
25,25,25
28,28,28
27,27,27
23,23,23
21,21,21
19,19,19
16,16,16
12,12,12
9,9,9
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
5,5,5
5,5,5
6,6,6
7,7,7
9,9,9
12,12,12
17,17,17
26,26,26
38,38,38
40,40,40
47,47,47
53,53,53
46,46,46
37,37,37
34,34,34
31,31,31
30,30,30
28,28,28
27,27,27
24,24,24
21,21,21
16,16,16
14,14,14
15,15,15
14,14,14
14,14,14
14,14,14
13,13,13
12,12,12
10,10,10
10,10,10
9,9,9
10,10,10
10,10,10
13,13,13
14,14,14
15,15,15
18,18,18
18,18,18
20,20,20
26,26,26
32,32,32
39,39,39
45,45,45
50,50,50
51,51,51
50,50,50
52,52,52
53,53,53
50,50,50
48,48,48
46,46,46
41,41,41
35,35,35
28,28,28
24,24,24
17,17,17
14,14,14
12,12,12
11,11,11
9,9,9
8,8,8
6,6,6
7,7,7
6,6,6
6,6,6
6,6,6
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
11,11,11
14,14,14
15,15,15
16,16,16
18,18,18
19,19,19
19,19,19
20,20,20
21,21,21
19,19,19
18,18,18
17,17,17
14,14,14
14,14,14
12,12,12
10,10,10
8,8,8
7,7,7
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
8,8,8
7,7,7
6,6,6
6,6,6
6,6,6
5,5,5
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
7,7,7
7,7,7
11,11,11
14,14,14
19,19,19
22,22,22
25,25,25
30,30,30
37,37,37
41,41,41
43,43,43
48,48,48
54,54,54
58,58,58
57,57,57
58,58,58
58,58,58
64,64,64
62,62,62
57,57,57
46,46,46
31,31,31
22,22,22
19,19,19
18,18,18
19,19,19
22,22,22
26,26,26
26,26,26
26,26,26
22,22,22
21,21,21
17,17,17
14,14,14
10,10,10
8,8,8
7,7,7
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
6,6,6
7,7,7
9,9,9
11,11,11
14,14,14
20,20,20
29,29,29
35,35,35
38,38,38
43,43,43
41,41,41
37,37,37
34,34,34
31,31,31
31,31,31
30,30,30
25,25,25
23,23,23
19,19,19
16,16,16
15,15,15
15,15,15
15,15,15
16,16,16
15,15,15
14,14,14
13,13,13
12,12,12
11,11,11
11,11,11
11,11,11
13,13,13
15,15,15
16,16,16
20,20,20
20,20,20
22,22,22
24,24,24
30,30,30
38,38,38
48,48,48
54,54,54
57,57,57
55,55,55
56,56,56
59,59,59
60,60,60
58,58,58
54,54,54
55,55,55
48,48,48
42,42,42
37,37,37
31,31,31
23,23,23
17,17,17
15,15,15
11,11,11
10,10,10
8,8,8
8,8,8
7,7,7
7,7,7
6,6,6
7,7,7
8,8,8
7,7,7
9,9,9
11,11,11
12,12,12
16,16,16
21,21,21
24,24,24
24,24,24
25,25,25
28,28,28
27,27,27
29,29,29
30,30,30
32,32,32
31,31,31
24,24,24
19,19,19
16,16,16
14,14,14
12,12,12
10,10,10
9,9,9
8,8,8
7,7,7
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
11,11,11
8,8,8
8,8,8
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
9,9,9
11,11,11
15,15,15
19,19,19
21,21,21
27,27,27
31,31,31
38,38,38
48,48,48
54,54,54
56,56,56
56,56,56
61,61,61
61,61,61
59,59,59
61,61,61
59,59,59
59,59,59
57,57,57
44,44,44
29,29,29
22,22,22
18,18,18
15,15,15
19,19,19
22,22,22
27,27,27
29,29,29
29,29,29
23,23,23
19,19,19
16,16,16
13,13,13
9,9,9
8,8,8
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
7,7,7
9,9,9
11,11,11
16,16,16
20,20,20
25,25,25
30,30,30
35,35,35
39,39,39
37,37,37
38,38,38
32,32,32
31,31,31
27,27,27
24,24,24
21,21,21
18,18,18
18,18,18
18,18,18
18,18,18
21,21,21
21,21,21
20,20,20
18,18,18
15,15,15
13,13,13
12,12,12
13,13,13
13,13,13
14,14,14
17,17,17
19,19,19
22,22,22
23,23,23
27,27,27
28,28,28
36,36,36
42,42,42
51,51,51
59,59,59
65,65,65
66,66,66
63,63,63
65,65,65
64,64,64
62,62,62
57,57,57
56,56,56
54,54,54
49,49,49
45,45,45
39,39,39
28,28,28
21,21,21
16,16,16
12,12,12
10,10,10
9,9,9
7,7,7
7,7,7
7,7,7
6,6,6
7,7,7
8,8,8
9,9,9
11,11,11
13,13,13
17,17,17
23,23,23
28,28,28
34,34,34
35,35,35
38,38,38
39,39,39
38,38,38
37,37,37
44,44,44
51,51,51
52,52,52
43,43,43
30,30,30
21,21,21
17,17,17
13,13,13
12,12,12
10,10,10
9,9,9
7,7,7
6,6,6
6,6,6
5,5,5
4,4,4
5,5,5
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
11,11,11
10,10,10
9,9,9
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
11,11,11
15,15,15
21,21,21
24,24,24
27,27,27
33,33,33
39,39,39
51,51,51
59,59,59
58,58,58
60,60,60
65,65,65
62,62,62
64,64,64
64,64,64
64,64,64
59,59,59
56,56,56
41,41,41
29,29,29
19,19,19
15,15,15
14,14,14
15,15,15
20,20,20
26,26,26
31,31,31
27,27,27
25,25,25
19,19,19
16,16,16
11,11,11
10,10,10
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
10,10,10
13,13,13
14,14,14
18,18,18
23,23,23
28,28,28
36,36,36
41,41,41
38,38,38
33,33,33
26,26,26
23,23,23
22,22,22
19,19,19
19,19,19
21,21,21
25,25,25
28,28,28
33,33,33
37,37,37
34,34,34
28,28,28
25,25,25
19,19,19
15,15,15
14,14,14
15,15,15
16,16,16
18,18,18
23,23,23
26,26,26
28,28,28
31,31,31
36,36,36
40,40,40
46,46,46
56,56,56
67,67,67
73,73,73
73,73,73
69,69,69
68,68,68
66,66,66
64,64,64
64,64,64
60,60,60
55,55,55
55,55,55
52,52,52
47,47,47
35,35,35
28,28,28
21,21,21
16,16,16
12,12,12
10,10,10
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
11,11,11
13,13,13
